,temp,ws,temp1,ws_model,dt,dtemp,ddt,ws_pred,d_ws_pred,ws_pred_upper,ws_pred_lower
1,-1.800911825398647,-0.5338946414792765,-1.1892380056768066,0.6551536264186534,-0.4623460347295034,0.5433536857021246,1.0867073714042492,3.172936738392133,0.1732564371427505,3.3461931755348835,2.999680301249383
2,-2.187523450144698,-0.6103496679343032,-1.2686030850418866,0.6419680037055484,-0.38661162474605115,0.5405865891389035,1.081173178277807,3.0859635840320956,0.1733198808644516,3.259283464896547,2.912643703167644
3,-2.4896881921237934,-0.7577041652888004,-1.3741586405974422,0.6294667437304444,-0.3021647419790954,0.5338715174190364,1.0677430348380728,3.017987819558973,0.17276703212019628,3.190754851679169,2.8452207874387767
4,-2.8333477928158044,-0.8243708319554672,-1.4106665771053786,0.6506418843470775,-0.34365960069201096,0.5312577226997698,1.0625154453995396,2.9406772639906342,0.1729404124064711,3.1136176763971055,2.767736851584163
5,-3.093245620044422,-0.8026777102623455,-1.4783914448302462,0.6434857126299588,-0.25989782722861765,0.5223251244454119,1.0446502488908238,2.8822099743424228,0.17209931566337938,3.054309290005802,2.7101106586790435
6,-3.369950019972908,-0.7730480806327158,-1.4416189580577594,0.6594598553137496,-0.27670439992848594,0.5374531042758621,1.0749062085517243,2.819961834486593,0.17484762660776065,2.9948094610943534,2.6451142078788323
7,-3.575505320809815,-0.6370692446538797,-1.0458517622905639,0.6819426300761078,-0.20555530083690687,0.557931609735236,1.115863219470472,2.7737195805943164,0.1782079899385877,2.951927570532904,2.595511590655729
8,-2.912898251053969,-0.38786289544753094,-0.4670157834545847,0.7787971740642251,0.6626070697558459,0.5665063130201189,1.1330126260402378,2.9227813864719376,0.17815803429986835,3.100939420771806,2.744623352172069
9,-1.4492959366139564,-0.14209569968033486,0.15335458691578552,0.8605201634666196,1.4636023144400125,0.5798568780103711,1.1597137560207422,3.2520371611763688,0.17817145794775832,3.430208619124127,3.0738657032286105
10,0.0695489723121625,0.2983804907958558,0.6872170207782196,0.984898203893143,1.518844908926119,0.5871258918806007,1.1742517837612014,3.5937204532909273,0.17858538232103624,3.7723058356119634,3.415135070969891
11,1.2504775928750274,0.5039360463514115,1.143830777391976,1.1132871267233262,1.1809286205628649,0.5846963952279925,1.169392790455985,3.8593852202825194,0.1786997091739023,4.038084929456422,3.680685511108617
12,2.085637331079176,0.691766734182099,1.4467408303020282,1.187454081974428,0.8351597382041485,0.5914111106915125,1.182822221383025,4.047264922228446,0.18046099083105666,4.227725913059502,3.866803931397389
13,2.786526115635059,0.714112964340829,1.770802503582452,1.2204914650965972,0.7008887845558833,0.5960021717633456,1.1920043435266912,4.204938682008533,0.18209155725449905,4.387030239263032,4.022847124754033
14,3.2400953956182743,0.8477067143408292,1.891375420249119,1.2355400683789417,0.45356927998321517,0.5979450070655262,1.1958900141310524,4.306974804245838,0.18314716724991278,4.490121971495751,4.123827636995926
15,3.477745675362403,0.6806556230709879,1.8890688726300713,1.25221365506798,0.23765027974412867,0.6071119503259224,1.2142239006518447,4.360437227879554,0.18486363027322347,4.545300858152777,4.17557359760633
16,3.4191571272791936,0.5840947765101423,1.670550354111553,1.2165442658404653,-0.058588548083209346,0.6090700412160767,1.2181400824321533,4.347256996065473,0.18501675012320432,4.532273746188677,4.162240245942268
17,3.1380740665955544,0.49361858603395037,1.2515027350639336,1.1545911674561606,-0.2810830606836392,0.5979291070288844,1.1958582140577687,4.284023821323538,0.18295820772179267,4.466982029045331,4.101065613601746
18,2.6383091552400435,0.5502323426477074,0.7115556451168432,1.0569669443259222,-0.49976491135551093,0.5749353890911427,1.1498707781822854,4.171595409975058,0.17890415501468956,4.3504995649897475,3.9926912549603686
19,2.0362383806501603,0.5928249352403001,0.2528254863866852,0.968902230268628,-0.6020707745898832,0.5524453348696884,1.1048906697393768,4.036152006149658,0.1748507571999427,4.211002763349601,3.861301248949715
20,1.319618427928659,0.27060271301807814,-0.08685705329585414,0.8333027078587006,-0.7166199527215014,0.5409942239735435,1.081988447947087,3.8749393219566515,0.17245454814315175,4.047393870099803,3.7024847738134996
21,0.5685258559858459,-0.09738670497134017,-0.4151639316027338,0.7747698285561184,-0.751092571942813,0.5355823504406504,1.0711647008813008,3.705971587887172,0.17122403258853178,3.877195620475704,3.5347475552986403
22,-0.16685108709241359,-0.2018840594686946,-0.7297141961529978,0.7454333486263272,-0.7353769430782595,0.5307755020385216,1.0615510040770433,3.5405392824691195,0.17042114222518903,3.7109604246943086,3.3701181402439304
23,-0.8121708098219909,-0.14315390073853562,-0.9178094342482357,0.7014722097217849,-0.6453197227295773,0.5312387138377546,1.0624774276755091,3.395366483039193,0.17068448563999417,3.5660509686791872,3.224681997399199
