,ws_obs,ws_pred,ws_era,temp,datetime,temp_era
0,2.784504132231405,2.971635081756143,0.654906882276289,,0,-17.564793388429752
1,2.9679256198347104,2.9670731316070325,0.6261281996364012,,1,-17.673140495867766
2,3.303495867768595,2.9538058289317504,0.5991057128632659,,2,-17.826528925619836
3,3.5047520661157026,2.948592696662645,0.5890796539692996,,3,-17.992479338842976
4,3.3470413223140496,2.9339388632711074,0.5526872724238423,,4,-18.082892561983474
5,3.3135206611570247,2.9267716440679163,0.5123891540770997,,5,-18.239752066115706
6,3.4274793388429754,2.9187241146483074,0.4893052461920178,,6,-18.330578512396695
7,3.430793388429752,2.910050092501224,0.4781588278992069,,7,-18.343884297520663
8,3.4580901639344264,2.89815472018008,0.4701998671765698,,8,-18.27694214876033
9,3.3216803278688527,2.8521610146694147,0.508147094788755,,9,-17.52305785123967
10,3.406303278688525,2.865398107936158,0.6091029315954456,,10,-16.37181818181818
11,3.6991475409836063,2.905953438229729,0.8022299121611501,,11,-15.650487603305786
12,3.851532786885246,2.9475419998384456,0.9849415854313692,,12,-15.168355371900827
13,3.93938524590164,2.9841111627337993,1.1301763157117306,,13,-14.928454545454546
14,3.9650245901639343,3.002599293553362,1.2735004713810814,,14,-14.674719008264464
15,3.952254098360656,3.011978929324546,1.3145982502525375,,15,-14.56492561983471
16,3.9170081967213113,3.040358393824053,1.3440459344226576,,16,-14.51612396694215
17,3.626680327868853,3.045667014169598,1.2945163169150762,,17,-14.567661157024792
18,3.508106557377049,3.0549826243775384,1.267260239340839,,18,-14.979421487603306
19,3.26694262295082,3.0570694793360484,1.1491395859490223,,19,-15.472231404958677
20,3.2496229508196723,3.050536714168917,0.9766179887202222,,20,-16.284545454545455
21,2.90255737704918,3.044666095388255,0.8252325626022013,,21,-17.05388429752066
22,3.025565573770492,3.020545404367291,0.743873530930654,,22,-17.465537190082642
23,2.8965,2.9968606393505306,0.6796801006411909,,23,-17.510330578512395
